Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),CfD Allocation Round,Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Are they re-applying (New REPD Ref),Are they re-applying (Old REPD Ref) ,Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref
A0144,4145,23/09/2020,Muirhall Energy (formerly Infinis),Bullamoor,Wind Onshore,,,8.00,,,,,,2.00,4,132.00,,Planning Permission Expired,Planning Permission Expired,,,"Northallerton, North Yorkshire. DL6",North Yorkshire,Yorkshire and Humber,England,,439729,497509,Hambleton District Council,08/04984/FUL,,,,,,19/12/2008,,,,,,,10/12/2010,,,,10/12/2015,,,
A0242,4146,12/12/2017,Scottish Power Renewables,"Holbeach Marsh Wind Farm,",Wind Onshore,,,16.00,,,,,,2.00,8,,,Abandoned,Abandoned,,,"Spalding, Lincolnshire",Lincolnshire,East Midlands,England,PE12 8LR,540324,328455,South Holland District Council,H09-1016-09,,,,,,25/12/2009,,,,,,,,,,,,,,
A0266,4147,03/08/2020,Ecotricity,Heckington Fens,Wind Onshore,,,54.00,,,,,,2.45,22,125.00,,Planning Permission Expired,Planning Permission Expired,,,"East Heckington, North Kesteven, Lincolnshire",Lincolnshire,East Midlands,England,,518784,346338,DECC (S36),S36,,,,,,16/12/2009,,,,,,,08/02/2013,,,,08/02/2018,,,
A0268,4148,20/05/2015,Ecotricity,Black Ditch,Wind Onshore,,,9.20,,,,,,2.30,4,,,Secretary of State - Refusal,Application Refused,,,"Pawlett Road, Near West Huntspill, Somerset",Somerset,South West,England,,331083,144487,Sedgemoor District Council,52/10/00018,,,,,,01/12/2010,,24/04/2012,29/10/2012,,26/02/2014,,,11/10/2013,25/02/2014,,,,,
A0301,4149,27/02/2020,DW Consultancy,Gronan,Wind Onshore,,,9.20,,,,,,2.30,4,,,Planning Permission Granted,Awaiting Construction,,,"Golandun Dolan, Killeter, Castlederg",Co. Tyrone,Northern Ireland,Northern Ireland,,34365,545082,Northern Ireland Planning Service,J/2007/0667/F,,,,,,02/10/2007,,,,,,,20/12/2018,,,,20/12/2023,,,
A0303,4150,15/07/2014,WYG,Koram Hill,Wind Onshore,,,13.80,,,,,,2.30,6,,,Planning Application Withdrawn,Application Withdrawn,,,"600m East of Koram Television Mast, Koram Hill, Strabane",Co. Tyrone,Northern Ireland,Northern Ireland,,54979,558511,Northern Ireland Planning Service,J/2007/0309/F,,,,,,10/05/2007,30/11/2016,,,,,,,,,,,,,
A0309,4151,30/10/2018,DW Consultancy,Curraghamulkin (Dooish Wind Farm),Wind Onshore,,,30.00,,,,,,3.00,10,130.00,,Operational,Operational,,,"Coolavannagh TD, Curraghmulkin TD, Dooish TD, Drumquin",Co. Tyrone,Northern Ireland,Northern Ireland,,43843,534280,Northern Ireland Planning Service,K/2008/0334/F,2015/A0200,,,,,12/03/2008,,25/01/2016,22/01/2016,,,10/11/2017,10/11/2017,,,,,15/01/2018,15/07/2018,
A0311,4152,27/11/2018,Energia ,Teiges,Wind Onshore,,,11.00,,,,,,2.20,5,,,Operational,Operational,,,"Eshnanumera and Eshnasillog More townlands (adjacent to Lisnaskea Forest), Brookeborough TD, Co. Fermanagh",Co. Fermanagh,Northern Ireland,Northern Ireland,,48958,503174,Northern Ireland Planning Service,L/2008/0459/F,,,,,,31/03/2008,,,,,,,12/12/2014,,,,12/12/2019,24/08/2017,19/07/2018,
A0314,4153,16/09/2019,ESB (Northern Wind Power),Meenakeeran,Wind Onshore,,,12.00,,,,,,3.00,4,,,Planning Permission Expired,Planning Permission Expired,,,"Tullycar Road, Aghyaran, Castlederg",Co. Tyrone,Northern Ireland,Northern Ireland,,25980,548578,Northern Ireland Planning Service,J/2008/0240/F,,,,,,14/04/2008,,,,,,,18/01/2016,,,,17/01/2021,,,
A0320,4154,19/12/2017,Gaelectric Developments,Smulgedon,Wind Onshore,,,16.10,,,,,,2.00,7,,,Abandoned,Abandoned,,,"Land located at Smulgedon Hill, south of Legavallon Road, approx. 9km to the north-east of Dungiven, and 8km west of Garvagh, Co Londonderry",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,89022,572814,Northern Ireland Planning Service,B/2009/0070/F,,,,,,18/02/2009,,,,,,,02/10/2012,,,,,,,
A0322,4155,03/01/2017,Gaelectric Developments/ CGN Europe Energy,Monnaboy Wind Farm,Wind Onshore,,,12.00,,,,,,2.50,4,,,Operational,Operational,,,"on land located east of 62 Monnaboy Road, Greysteel",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,BT47 3HP,71649,577014,Northern Ireland Planning Service,A/2009/0868/F,,,,,,06/11/2009,,,,,,,12/10/2012,,,,12/10/2017,15/01/2015,15/11/2015,
A0323,4156,28/07/2017,Brookfield Renewable Energy Group,Crockandun,Wind Onshore,,,15.00,,,,,,2.50,6,,,Operational,Operational,,,"approximately 450m west south-west of junction of Cullion Road and Drumard Road, Draperstown, Magherafelt.",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,BT45 5NR,92983,548733,Northern Ireland Planning Service,H/2010/0009/F,,,,,,08/01/2010,,,,,,,30/11/2012,,,,30/11/2017,15/01/2016,09/03/2017,
A0397,4157,02/10/2018,Scottish Power Renewables,Hare Hill Extension,Wind Onshore,,,29.80,,,,,,0.85,35,,,Operational,Operational,,,"New Cumnock, East Ayreshire",Strathclyde,Scotland,Scotland,,265320,609703,East Ayrshire Council,07/0809/FL,,,,,,04/09/2007,,,,,,,28/11/2014,,,,,15/10/2015,15/09/2016,
A0405,4158,26/06/2019,REG Windpower (previously Cornwall Light and Power),Langthwaite Farm,Wind Onshore,,,12.00,,,,,,2.00,6,,,Planning Application Submitted,Application Submitted,,,Millom,Cumbria,North West,England,,315479,480072,Copeland Borough Council,4/12/2182/0F1,,,,,,30/03/2012,,,,,,,,,,,,,,
A0465,4159,05/01/2015,Bristol Port Company,Avonmouth Port - extension,Wind Onshore,,,9.00,,,,,,3.00,3,,,Operational,Operational,,,"St Andrews House, St Andrew's Rd, Avonmouth, Bristol, Avon",Avon,South West,England,BS11 9DQ,351593,178451,Bristol City Council,10/02547/F,,,,,,12/05/2010,,,,,,,14/10/2010,,,,,05/10/2013,01/04/2014,
A0467,4160,27/06/2016,FCC Environment,Darrington Quarry,Wind Onshore,,,16.00,,,,,,2.00,8,,,Planning Application Withdrawn,Application Withdrawn,,,"Westfield Lane, Darrington, Pontefract, West Yorkshire WF8 3AQ",West Yorkshire,Yorkshire and Humber,England,,448042,420016,Wakefield Council,10/02488/FUL,,,,,,22/12/2010,24/06/2016,,,,,,,,,,,,,
A0469,4161,30/07/2014,European Forest Resources Group,Fauch Hill Wind Farm,Wind Onshore,,,69.00,,,,,,3.00,23,,,Planning Permission Refused,Application Refused,,,"Colzium Hill Farm, West Lothian",Lothian,Scotland,Scotland,,308383,656467,Scottish Government (S36),,,,,,,23/02/2012,,08/07/2014,,,,,,,,,,,,
A0531,4162,30/07/2014,RWE npower,East Heslerton Wind Farm,Wind Onshore,,,25.00,,,,,,2.50,10,,,Appeal Refused,Application Refused,,,Ling Hall Farm West Heslerton Malton North Yorkshire,North Yorkshire,Yorkshire and Humber,England,,492102,473219,Ryedale District Council,11/00270/MFULE,13/00015/REF,,,,,18/03/2011,,16/05/2013,,,28/05/2014,,,,,,,,,
A0544,4163,20/01/2015,EDF,Barmoor South Wind Farm ,Wind Onshore,,,13.80,,,,,,2.30,6,,,Operational,Operational,,3280,Between Ford And Lowick Bowsden Berwick-upon-Tweed ,Northumberland,North East,England,,398519,638193,Northumberland County Council,C/07/00180/CPC,,,,,,22/11/2007,,17/12/2007,,,,21/01/2010,21/01/2010,,,,,01/03/2014,19/01/2015,
AA073,4164,16/08/2016,Blue Energy,Winwick,Wind Onshore,,,12.30,,,,,,2.30,6,,,Operational,Operational,,,"Land To North and West Of Winwick Warren, Cold Ashby Road, Winwick, Northampton, Northamptonshire, NN6",Northamptonshire,East Midlands,England,,463950,274602,Daventry District Council,DA/2010/0400,APP/Y2810/A/11/2156527,,,,,17/05/2010,,13/07/2012,,,,13/07/2012,13/07/2012,,,,,15/04/2015,30/06/2016,
AA088,4165,16/01/2020,FCC Environment,Carnaby,Wind Onshore,,,6.00,,,,,,3.00,2,,,Planning Permission Granted,Awaiting Construction,,,"Household waste recycling site, Moor Lane, Carnaby, East Riding",Humberside,Yorkshire and Humber,England,YO16 4UT,514817,465382,East Riding of Yorkshire Council,10/04753/STPLFE,,,,,,25/11/2010,,,,,,,20/02/2012,,,,20/02/2015,,,
AA144,4166,28/02/2018,Ecotricity,Stoke Heights Wind Farm,Wind Onshore,,,30.00,,,,,,2.00,15,120.00,,Planning Application Withdrawn,Application Withdrawn,,,"Stoke Goldington, Milton Keynes, Buckinghamshire",Buckinghamshire,South East,England,,483476,248420,Milton Keynes Council,11/01193/FULEIS,,,,,,27/06/2011,01/01/2014,,,,,,,,,,,,,
AA189,4167,03/10/2016,Infinis (formerly Novera Energy),Sisters,Wind Onshore,,,8.20,,,,,,2.05,4,,,Operational,Operational,,,"west of Widdrington, approximately 8km north of Ashington, Northumberland",Northumberland,North East,England,,424367,595143,Northumberland County Council,11/02481/RENEIA,,,,,,28/09/2011,,,,,,,06/02/2013,,,,,27/07/2015,30/07/2016,
AA241,4168,16/02/2015,Airvolution Energy,East Youlstone Wind Farm,Wind Onshore,,,4.00,,,,,,2.00,2,,,Operational,Operational,,,"East Youlstone, Devon",Devon,South West,England,,228127,115941,Torridge District Council,1/0311/2011/FULM,,,,,,04/04/2011,,04/07/2011,,,,09/11/2012,09/11/2012,,,,,24/07/2014,15/02/2015,
AA319,4170,07/05/2015,SAC Environment And Design,Hill of Skilmafilly Cloffrickford (Denmore) Wind Farm,Wind Onshore,,,6.90,,,,,,2.30,3,,,Operational,Operational,,,"Auchnagatt, Ellon, AB41 8YD",Grampian,Scotland,Scotland,,390213,840362,Aberdeenshire Council,APP/2011/0692,,,,,,04/03/2011,,,,,,,18/01/2013,,,,,09/12/2013,16/02/2015,
AA382,4171,05/12/2014,Scottish and Southern Energy (SSE),Crocknamona Wind Farm,Wind Onshore,,,17.50,,,,,,2.50,7,,,Planning Permission Refused,Application Refused,,,"Killyfuddy Road, Glengeen, Trillick",Co. Tyrone,Northern Ireland,Northern Ireland,,47559,521584,Northern Ireland Planning Service,K/2010/0758/F,,,,,,20/12/2010,,13/11/2014,,,,,,,,,,,,
AA385,4172,27/02/2020,RWE Npower Renewables,Headwind Taff Ely Wind Farm (Repowering),Wind Onshore,,,17.50,,,,,,2.50,7,,,Planning Permission Expired,Planning Permission Expired,,,10 kilometres (km) north east of Bridgend,Mid Glamorgan,Wales,Wales,,298257,186256,Rhondda Cynon Taff County Borough Council,11/1468/10,,,,,,23/12/2011,,,,,,,23/04/2013,,,,08/01/2020,,,
AA394,4173,04/03/2015,Scottish and Southern Energy (SSE),Dunnaree Hill Wind Farm,Wind Onshore,,,15.00,,,,,,2.50,6,,,Planning Application Withdrawn,Application Withdrawn,,,"approximately 2km southwest of Drumquin, and 13.2km west of Omagh in Co. Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,,43699,536343,Northern Ireland Planning Service,K/2011/0237/F,,,,,,13/04/2011,01/02/2016,,,,,,,,,,,,,
AA417,4174,05/05/2015,Banks Renewables,Heysham South Wind Farm,Wind Onshore,,,7.50,,,,,,2.50,3,,,Operational,Operational,,,"Lancaster Morecambe Bypass, Heaton With Oxcliffe, Lancashire",Lancashire,North West,England,,343444,460153,Lancaster City Council,11/00689/FUL,,,,,,28/07/2011,,,,,,,28/11/2012,,,,,04/08/2014,24/04/2015,
AA427,4175,30/11/2016,Aviva,Woolley Hill Wind Farm,Wind Onshore,,,10.00,,,,,,2.30,4,,,Operational,Operational,,,"North of the A14, between the villages of Ellington & Woolley",Cambridgeshire,Eastern,England,,515374,272655,Huntingdonshire District Council,1001741FUL,1100021REFUSL,,,,,11/11/2010,,19/07/2011,,,,23/03/2012,23/03/2012,,,,,17/03/2014,30/04/2014,
AA443,4176,28/05/2015,BT - Wind for Change,Skeffling Wind Farm,Wind Onshore,,,11.50,,,,,,2.30,5,,,Planning Application Withdrawn,Application Withdrawn,,,,Humberside,Yorkshire and Humber,England,,538586,420253,East Riding of Yorkshire Council,11/05745/STPLFE,,,,,,10/01/2012,19/03/2015,,,,,,,,,,,,,
AA493,4177,04/06/2020,Baywind Co-op & Energy4All & Belltown Power,Furness Wind Farm/High Winds (Harlock Repowering) ,Wind Onshore,,,11.50,,,,,,2.30,5,,,Operational,Operational,,,"Standish Cote & Mean Moor, Pennington, Marton & Harlock Hill, Ulverston, Cumbria",Cumbria,North West,England,LA12 0,325251,479875,South Lakeland District Council,B06/2011/0662,,,,,,06/09/2011,,21/05/2013,,,,24/07/2014,24/07/2014,,,,,20/12/2015,17/11/2016,
AA509,4178,01/06/2018,Scottish and Southern Energy (SSE)/ GIB,Clyde Wind Farm Extension (Clyde 2),Wind Onshore,,,172.80,,,,,,3.20,54,,,Operational,Operational,,,"Upper Clyde Valley, surrounding Camps Reservoir",Strathclyde,Scotland,Scotland,,302328,624463,Scottish Government (S36),EC00003160,,,,,,10/10/2011,,,,,,,23/07/2014,,,,,20/07/2015,15/08/2017,
AA511,4179,04/04/2017,NTR PLC,Quixwood Moor,Wind Onshore,,,29.90,,,,,,2.30,13,,,Operational,Operational,,,Scottish Borders,Borders,Scotland,Scotland,,378028,663859,Scottish Borders Council,11/01662/FUL,,,,,,22/12/2011,,,,,,,02/04/2013,,,,,06/01/2016,09/03/2017,
AA517,4180,02/09/2015,REG Windpower,Bank House Farm,Wind Onshore,,,12.00,,,,,,2.00,6,,,Planning Application Withdrawn,Application Withdrawn,,,"Croft, Lincolnshire",Lincolnshire,East Midlands,England,,550977,362260,East Lindsey District Council,S/039/01184/12,,,,,,29/06/2012,03/08/2015,,,,,,,,,,,,,
AA598,4181,30/10/2017,Vattenfall,Hirddywel,Wind Onshore,,,27.00,,,,,,3.00,9,,,Planning Application Submitted,Application Submitted,,,"6.5km to south east of Llanidloes,
Powys",Powys,Wales,Wales,,301261,280542,Powys County Council,P/2010/0650,,,,,,25/06/2010,,,,,,,,,,,,,,
AA636,4182,29/04/2016,E.ON Climate and Renewables UK Limited,Quantans Hill Wind Farm,Wind Onshore,,,57.00,,,,,,3.00,19,,,Planning Application Withdrawn,Application Withdrawn,,,,Dumfries and Galloway,Scotland,Scotland,,258465,593404,Scottish Government (S36),,,,,,,26/01/2014,28/04/2016,,,,,,,,,,,,,
AA661,4183,26/03/2020,RWE Npower Renewables,Neuadd Goch Bank Wind Farm,Wind Onshore,,,27.00,,,,,,3.00,9,,,Appeal Withdrawn,Appeal Withdrawn,,,"Dolfor, Newtown Powys",Powys,Wales,Wales,,308665,284309,Powys County Council,P/2012/0040,APP/T6850/A/14/2217488,,,,,27/01/2012,,14/07/2014,22/04/2014,01/03/2020,,,,,,,,,,
AA680,4184,26/11/2018,Fyne Futures,Auchadaduie Wind Farm,Wind Onshore,,,6.90,,,,,,2.30,3,,,Operational,Operational,,,Land South Of Auchadaduie Barr Glen Glenbarr Kintyre,Strathclyde,Scotland,Scotland,,169193,633969,Argyll and Bute Council,11/02525/PP,,,,,,18/01/2012,,,,,,,21/07/2014,,,,21/07/2017,15/01/2018,21/11/2018,
AA712,4185,03/07/2018,North Power Ltd,Carneatly,Wind Onshore,,,9.20,,,,,,2.30,4,,,Planning Application Withdrawn,Application Withdrawn,,,"Ballycastle, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,,126703,597217,Northern Ireland Planning Service,E/2011/0088/F,,,,,,12/04/2011,07/06/2018,,,,,,,,,,,,,
AA722,4186,01/02/2017,Scottish and Southern Energy (SSE),Binnawooda Wind Farm,Wind Onshore,,,29.90,,,,,,2.30,13,,,Planning Application Withdrawn,Application Withdrawn,,,"Land in townlands of Edanasop, Binnawooda, Lettercairn, Meencarriga, Drummahon and Scraghy approximately 3.73km North East of junction of B72 and Montaighroe Road.",Co. Tyrone,Northern Ireland,Northern Ireland,,36918,540656,Northern Ireland Planning Service,J/2010/0168/F,,,,,,27/05/2010,20/12/2016,,,,,,,,,,,,,
AA793,4187,21/06/2018,Ecotricity,Harringe Brooks Wind Park,Wind Onshore,,,15.00,,,,,,2.50,6,125.00,,Planning Application Submitted,Application Submitted,,,Land 500M South West Otterpool Manor Barn (adj. Harringe Brooks Wood) Otterpool Lane Sellindge Kent,Kent,South East,England,,610455,136440,Folkstone and Hythe District Council,Y12/0451/SH,,,,,,16/05/2012,,,,,,,,,,,,,,
B0146,4188,28/07/2017,Peel Holdings and UUGE,Scout Moor Windfarm (extension),Wind Onshore,,,36.80,,,,,,2.30,16,115.00,,Secretary of State - Refusal,Application Refused,,,"Land at Scout Moor
, off Edenfield Road
, Rochdale",Lancashire,North West,England,,382400,419200,Rossendale Borough Council,2015/0112,,APP/B2355/V/15/3139740,,,,22/04/2015,,06/07/2017,,,,,,30/11/2015,06/07/2017,,,,,
B0157,4189,18/06/2020,Lantern Bidco,Dalquhandy Windfarm,Wind Onshore,,,45.00,,,,,,2.00,15,149.90,,Planning Permission Expired,Planning Permission Expired,,,"Land at Dalquhandy, South Lanarkshire ",Strathclyde,Scotland,Scotland,,214836,591232,South Lanarkshire Council,CL/12/0042,,,,,,01/02/2012,,,,,,,27/01/2015,,,,27/01/2020,,,
B0249,4190,21/11/2019,TCI Renewables,Cam Burn Wind Farm,Wind Onshore,,,13.80,,,,,,2.30,6,,,Abandoned,Abandoned,,,"Land approximately 920 metres north west of 33 Craigmore Road, Coleraine, Co. Londonderry,  BT51 4EX",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,99543,582056,Northern Ireland Planning Service,C/2011/0459/F,,,,,,07/09/2011,,08/10/2015,,,,,22/12/2016,30/10/2015,,22/12/2016,,,,
B0313,4191,25/11/2014,Burcote Wind,Meikleton Wind Farm,Wind Onshore,,,12.00,,,,,,3.00,4,,,Revised,Revised,7264,,Land to South of  Meikleton of Ardonald Cairnie Huntly,Grampian,Scotland,Scotland,,345789,843302,Aberdeenshire Council,APP/2012/3280,PPA-110-2216,,,,,03/10/2012,,02/04/2014,30/04/2014,,26/09/2014,,,,,,,,,
B0314,4192,29/06/2017,Burcote Wind,Creggan Wind Farm,Wind Onshore,,,54.00,,,,,,3.00,18,,,Appeal Refused,Application Refused,,,north-west of the village of Glenbarr in West Kintyre,Strathclyde,Scotland,Scotland,,166521,636785,Scottish Government (S36),EC00002102,WIN-130-1,,,,,13/12/2013,,23/06/2017,29/05/2015,,23/06/2017,,,,,,,,,
B0328,4193,18/04/2017,REG Windpower,Mynydd Brombil Wind Farm,Wind Onshore,,,8.00,,,,,,2.00,4,,,Operational,Operational,,,"Brombil, Port Talbot",Neath Port Talbot,Wales,Wales,,279141,188569,Neath Port Talbot Council,P2012/0638,APP/Y6930/A/14/2226525,,,,,29/08/2012,,,07/01/2015,,,08/07/2015,08/07/2015,,,,08/07/2020,01/02/2016,15/01/2017,
B0330,4194,18/04/2017,REG Windpower,Mynydd Portref Wind Farm extension,Wind Onshore,,,12.00,,,,,,2.00,6,,,Operational,Operational,,,,Mid Glamorgan,Wales,Wales,,299608,185606,Rhondda Cynon Taff County Borough Council,12/0704/10,,,,,,29/06/2012,,,,,,,19/12/2014,,,,,11/04/2016,01/03/2017,
B0339,4195,06/11/2014,Energiekontor UK,Belford Burn Windfarm,Wind Onshore,,,22.50,,,,,,2.50,9,,,Planning Permission Refused,Application Refused,,,"Sionside Farm, on land adjacent to the Middleton Burn site, just north of Belford Moor.

, Northumberland",Northumberland,North East,England,,407870,633489,Northumberland County Council,13/02050/RENEIA,,,,,,09/07/2013,,08/10/2014,,,,,,,,,,,,
B0535,4196,29/05/2015,Renewable Energy Systems (RES),Longlands Lane,Wind Onshore,,,1.50,,,,,,1.50,1,,,Operational,Operational,,,"Longlands Lane, Margam, 
nr junction 38 of the M4.",Gwent,Wales,Wales,,278940,186385,Newport City Council,12/1001,,,,,,30/10/2012,,,,,,,06/11/2013,,,,,30/09/2014,01/12/2014,
B0553,4197,31/03/2015,RWE / npower renewables,Temple Hill Wind Farm,Wind Onshore,,,15.00,,,,,,3.00,5,,,Planning Permission Refused,Application Refused,,,"Hough Grange Farm, Hough-on-the-hill, Grantham",Lincolnshire,East Midlands,England,NG322AN,489417,347100,South Kesteven District Council,S13/2699,,,,,,18/10/2013,,17/03/2015,,,,,,,,,,,,
B0635,4198,24/01/2020,REG Windpower,Abergorki Wind Farm,Wind Onshore,,,9.00,,,,,,3.00,3,,,Planning Permission Expired,Planning Permission Expired,,,"Craig yr Aber, Land North-East of Ffoch-orky, Treorchy, Rhondda Cynon Taf",Mid Glamorgan,Wales,Wales,CF42 6TF,296106,199051,Rhondda Cynon Taff County Borough Council,13/0663/10,,,,,,27/06/2013,,,,,,,23/07/2015,,,,23/07/2018,,,
B0638,4199,16/03/2022,EDF Energy Renewables (formerly Partnerships for Renewables/Camilty Wind Farm LLP),Camilty Wind Farm,Wind Onshore,,,25.80,,,,,,3.40,6,149.90,,Revised,Revised,8909,,"Camilty Plantation, Harburn, West Calder",Lothian,Scotland,Scotland,,305615,659320,West Lothian Council,0219/FUL/13,PPA-400-2055,,,,,09/04/2013,,05/02/2015,15/05/2015,,,14/01/2016,21/09/2021,,,,,,,
B0645,4200,12/04/2021,BayWa r.e. (formerly Forsa),Inverclyde Wind Farm (Corlic Hill),Wind Onshore,,,24.00,No,,,,,3.00,8,,,Operational,Operational,,,"Corlic Hill, near Greenock & Port Glasgow",Strathclyde,Scotland,Scotland,,229563,672854,Inverclyde Council,13/0199/IC,PPA-280-2022,,,,,08/07/2013,,04/12/2014,03/03/2015,,,17/05/2016,17/05/2016,,,,,15/05/2019,20/02/2021,
B0656,4202,06/11/2014,Renewable Energy Systems (RES),Rayburn Wind Farm,Wind Onshore,,,10.00,,,,,,2.00,5,,,Planning Permission Refused,Application Refused,,,"5km south of Wingates and 2km north of Netherwitton, to the west of Rayburn Lake near Morpeth.",Northumberland,North East,England,,410526,592620,Northumberland County Council,13/03346/RENEIA,,,,,,08/11/2013,,07/10/2014,,,,,,,,,,,,
B0789,4204,03/09/2018,Willow Wind Energy,Linfairn Wind Farm,Wind Onshore,,,54.40,,,,,,3.20,17,127.00,,Appeal Withdrawn,Appeal Withdrawn,,,Straiton,Strathclyde,Scotland,Scotland,,238205,602124,Scottish Government (S36),EC00004192,WIN-370-1,,,,,29/09/2013,,20/07/2016,26/07/2016,24/07/2018,,,,,,,,,,
B0790,4205,25/06/2020,GreenPower (International) Ltd,Millenderdale Wind Farm,Wind Onshore,,,15.00,,,,,,3.00,7,,,Appeal Refused,Application Refused,,,Millenderdale Farm U48 From Junction A77T At Lendalfoot - Via Knocklaugh To A714 Near Pinmore Station Lendalfoot South Ayrshire KA26 0JA,Strathclyde,Scotland,Scotland,,217151,590576,South Ayrshire Council,14/00764/APPM,PPA-370-2077,,,,,18/06/2014,,06/03/2019,22/05/2019,,16/04/2020,,,,,,,,,
B0852,4206,23/01/2017,Longcliffe Quarries,Ryder Point Quarry Wind Turbines,Wind Onshore,,,5.00,,,,,,2.50,2,,,Operational,Operational,,,Ryder Point Quarry North Of Manystones Lane Brassington Derbyshire,Derbyshire,East Midlands,England,,425455,355000,Derbyshire Dales District Council,12/00723/FUL,,,,,,21/11/2012,,,,,,,11/07/2013,,,,,15/04/2015,15/12/2015,
B0863,4207,31/01/2017,ARC NI 3 Ltd/Windyfields (Renewable Energy International),Lisnaharney Road Wind Farm,Wind Onshore,,,42.00,,,,,,3.00,14,,,Appeal Refused,Application Refused,,,"Lisnaharney, Omagh",Co. Tyrone,Northern Ireland,Northern Ireland,,60344,545265,Northern Ireland Planning Service,K/2013/0181/F,2013/A0228,,,,,15/04/2013,,20/01/2017,01/08/2014,,20/01/2017,,,,,,,,,
C0004,4210,21/12/2015,John Laing Environmental Assets Group,Burton Wold Wind Farm - Northern Extension ,Wind Onshore,,,14.40,,,,,,1.60,9,,,Operational,Operational,,3973,"Burton Wold Wind Farm, Wold Road, Burton Latimer",Northamptonshire,East Midlands,England,NN15 5PU,491902,274577,Kettering Borough Council,KET/2012/0556,,,,,,29/08/2012,,,,,,,09/11/2012,,,,,21/10/2013,01/08/2014,
C0131,4211,02/05/2017,EDF Energy Renewables,Pearie Law Wind Farm,Wind Onshore,,,19.20,,,,,,3.20,6,,,Operational,Operational,,,"Pearie Law, West Calder, West Lothian, EH55",Lothian,Scotland,Scotland,,302205,659690,West Lothian Council,0267/FUL/12,PPA-400-2034,,,,,17/04/2012,,25/06/2013,,,,08/07/2014,08/07/2014,,,,,15/09/2015,01/12/2016,
C0220,4212,16/07/2014,Vento Ludens,Lodge Hill,Wind Onshore,,,6.90,,,,,,2.30,3,,,Planning Permission Refused,Application Refused,,,"Lodge Hill, Boyndie, Banff, Grampian",Grampian,Scotland,Scotland,AB45 2TD,360430,860500,Aberdeenshire Council,APP/2012/1971,,,,,,11/06/2012,,06/06/2014,,,,,,,,,,,,
C0221,4213,20/05/2022,Muirhall Energy ,Greengairs East Wind Farm,Wind Onshore,,,24.00,,,,,,3.00,8,125.00,,Under Construction,Under Construction,,,"N/o Easterton, Airdrie Road Caldercruix, Airdrie, Lanarkshire, ML6",Strathclyde,Scotland,Scotland,,280551,669203,North Lanarkshire Council,12/00602/FUL,,,,,,29/06/2012,,,,,,,13/02/2019,,,,13/02/2022,01/05/2022,,
C1378,4214,30/07/2014,Eneco,Benhar Windfarm,Wind Onshore,,,15.00,,,,,,3.00,5,,,Appeal Refused,Application Refused,,,Benhar Windfarm Land South Of West Benhar Road Eastfield Harthill ML7 5TG,Strathclyde,Scotland,Scotland,,289680,663200,North Lanarkshire Council,13/00501/FUL,,,,,,29/03/2013,,25/11/2013,,,03/07/2014,,,,,,,,,
C1427,4215,01/06/2018,Fred Olsen Renewables,Crystal Rig Wind Farm Phase III,Wind Onshore,,,13.80,,,,,,2.30,6,,,Operational,Operational,,,"Crystal Rigg Wind Farm, Cranshaws Duns, Scottish Borders",Borders,Scotland,Scotland,TD11 3SR,366700,670500,Scottish Government (S36),,,,,,,14/06/2013,,,,,,,18/06/2015,,,,,15/01/2016,22/12/2016,
C1465,4216,27/05/2016,Apamore Services,Mullaghsandall Road wind farm,Wind Onshore,,,10.00,,,,,,2.00,5,,,Appeal Refused,Application Refused,,,"lands approx. 700m south of no. 35 Mullaghsandall Road
 between Mullaghsandall Road and Starbog Road
 Kilwaughter
 Larne
 BT40",Co. Antrim,Northern Ireland,Northern Ireland,,150477,557440,Northern Ireland Planning Service,F/2013/0085/F,2014/A0070,,,,,22/04/2013,,10/07/2014,22/07/2014,,06/05/2016,,,,,,,,,
C1487,4217,29/06/2015,Energiekontor UK,Asserby wind farm,Wind Onshore,,,10.00,,,,,,2.50,4,,,Planning Permission Refused,Application Refused,,,"LAND SOUTH OF WILLOW FARM, ASSERBY ROAD, ASSERBY",Lincolnshire,East Midlands,England,,549329,376844,East Lindsey District Council,N/016/01046/14,,,,,,26/06/2014,,18/06/2015,,,,,,,,,,,,
