,user_screen_name,username,timestamp,text,sentiment,embedded_text,emojis,comments,likes,retweets,image_link,tweet_url
2242,Debbie,@Dangchick1,2022-03-08T23:26:03.000Z,"Debbie
@Dangchick1
·
Mar 9",,bidens climate change agenda would reduce oil demand enough to replace russian imports study news yahoo com bidens climate change agenda would reduce oil demand enough to replace russian imports study president bidens announcement that the united states will ban imports of russian oil caused the price of crude to surge on tuesday morning but the pain that americans are set to feel at the gas ,,0,2,10,['https://pbs.twimg.com/card_img/1549092293323505666/mq6r4QvH?format=jpg&name=small'],https://twitter.com/Dangchick1/status/1501338488146440195
1674,Sid Dowling,@shoebil57672266,2022-02-24T23:42:24.000Z,"Sid Dowling
@shoebil57672266
·
Feb 25",,is it only me or do others believe the only nations on the ascendancy are those that dont pray at the alter of climate change    ,,2,9,29,,https://twitter.com/shoebil57672266/status/1496993947939270667
5242,Roisin O'Reilly,@RoshOR,2022-05-14T22:11:51.000Z,"Roisin O'Reilly
@RoshOR
·
May 15",,replying to    and   yes please and bidding to host a cop here in australia shows we want the world to know that we will meet these targets and we take climate change seriously great work chris ,,2,4,5,,https://twitter.com/RoshOR/status/1525599800825028609
1051,Milken Institute SPH,@GWpublichealth,2022-02-10T23:30:00.000Z,"Milken Institute SPH
@GWpublichealth
·
Feb 11",,climate change is impacting mental health  psychological well being join     on / for “climate change and    mental health research to action register here …  ,,0,3,10,['https://pbs.twimg.com/media/FLQViHIXwAQ-tud?format=png&name=small'],https://twitter.com/GWpublichealth/status/1491917395363041282
4984,Bloomberg Green,@climate,2022-05-08T23:01:24.000Z,"Bloomberg Green
@climate
·
May 9",,cattle burping while chowing on feed in californias san joaquin valley generated plumes of a powerful greenhouse gas that have been detected by satellites for the first time shedding light on how agriculture may be contributing to climate change bloomberg com cattle burp methane emissions measured from space for first time cattle burping while chowing on feed in californias san joaquin valley generated plumes of a powerful greenhouse gas that have been detected by satellites for the first time shedding light on how ,,2,13,16,['https://pbs.twimg.com/card_img/1548695136003137538/yvh4XcCz?format=jpg&name=small'],https://twitter.com/climate/status/1523437944589086722
7289,Heather,@HHepplewhite,2022-06-29T21:35:37.000Z,"Heather
@HHepplewhite
·
Jun 29",,being lectured about climate change europe china india some of the countries who are upping their coal use all of which is extremely bad for the enviroment is it not instead of trying to stop the war which would solve the fuel crisis they will break climate goals instead   ,⚡ 🦀,2,1,13,,https://twitter.com/HHepplewhite/status/1542260525211451394
1654,Paul Dawson,@PaulEDawson,2022-02-23T22:22:20.000Z,"Paul Dawson
@PaulEDawson
·
Feb 23",,if you found this thread valuable  toss me a follow for more threads on climate change  and sign up for my monthly newsletter on climate solutions climate solutions newsletter ·  subscribers climate change is a big problem and there is no one single solution however the good news is that there are many solutions that if combined could solve climate change each edition of this ,🚢 📚,1,1,16,['https://pbs.twimg.com/card_img/1547773631194857474/nC4Td3UM?format=jpg&name=240x240'],https://twitter.com/PaulEDawson/status/1496611408049491969
6125,LAist,@LAist,2022-06-03T23:01:00.000Z,"LAist
@LAist
·
Jun 4",,the summit will bring leaders together at the la convention center theyll address the most pressing issues of the region including immigration and human rights the economy democracy and climate change laist com the summit of the americas is in la this week how will it affect us heads of state from across the hemisphere will be in los angeles june  for the first summit meeting in the u s in nearly  years ,,0,1,7,['https://pbs.twimg.com/card_img/1544931796776656897/ClgdZeuF?format=jpg&name=small'],https://twitter.com/LAist/status/1532859926665646086
3546,Rep. Sean Casten,@RepCasten,2022-04-06T21:45:45.000Z,"Rep. Sean Casten
@RepCasten
·
Apr 6",,heres my proposal to lessen the pain american families feel at the pump combat climate change and achieve energy independence  direct cash rebates to consumers   a repeal of some of the  billion in annual tax subsidies flowing to oil and gas companies to pay for it   ,,14,29,83,['https://pbs.twimg.com/amplify_video_thumb/1511764049616416771/img/hA93vVQOyQ8sxNXC.jpg'],https://twitter.com/RepCasten/status/1511822493996171268
4454,Drew Mierzejewski casts FIGHT FASCISTS,@worldstoforge,2022-04-26T22:52:12.000Z,"Drew Mierzejewski casts FIGHT FASCISTS
@worldstoforge
·
Apr 27",,our government will do nothing for us not with our universal right to health care not to curb corporate greed not to combat climate change not to halt the fascist take over of our democracy so the very least they can do is cancel the student debt of an entire generation ,,0,2,11,,https://twitter.com/worldstoforge/status/1519086974958817280
5441,AFP News Agency,@AFP,2022-05-19T23:57:00.000Z,"AFP News Agency
@AFP
·
May 20",,sandstorms have engulfed the middle east in recent days in a phenomenon experts warn could proliferate because of climate change putting human health at grave risk    ,,4,42,53,['https://pbs.twimg.com/media/FTJvsf0WUBYDAqY?format=jpg&name=small'],https://twitter.com/AFP/status/1527438202209984543
1818,NZ China Council,@nzchinacouncil,2022-02-27T21:22:36.000Z,"NZ China Council
@nzchinacouncil
·
Feb 27",,the nz china council and the china development institute recently held a join virtual dialogue on climate change and sustainable development we hope this initiative paves way for future cooperation between nz china ,,0,2,6,['https://pbs.twimg.com/media/FMofEaEakAEWKct?format=jpg&name=small'],https://twitter.com/nzchinacouncil/status/1498045928879845377
1061,Matt Haggman,@matthaggman,2022-02-10T22:21:17.000Z,"Matt Haggman
@matthaggman
·
Feb 10",,this was fun a conversation about how addressing climate change presents a generational business opportunity for us in miami and how    and    are teaming up to support the entrepreneurs to build that future quote tweet future of cities   · feb  what an inspiring conversation between  founder of foc  managing director of  and  executive vp of  last week on s fb live watch the full video on our instagram show this thread  views  /  ,,1,3,11,['https://pbs.twimg.com/profile_images/1372565246905319429/Fp94brec_normal.jpg'],https://twitter.com/matthaggman/status/1491900103438729229
558,#SaveEastRiverPark #PassNYHealth,@ny_indivisible,2022-01-29T21:30:10.000Z,"#SaveEastRiverPark #PassNYHealth
@ny_indivisible
·
Jan 29",,/ the east river bblueways goal “a vision of an accessible and dynamic waterfront that also addresses the urgency of climate change and its effects ” prepared by wxy architecture w/hra advisors assisting urbanomnibus net the east river blueway plan  urban omnibus adam lubinsky discusses a range of urban planning strategies and design opportunities to help get new yorkers into the waters of the east river ,🌈 🌹,2,9,18,['https://pbs.twimg.com/card_img/1549249603257745413/wWFetRbX?format=jpg&name=360x360'],https://twitter.com/ny_indivisible/status/1487538583401644035
4069,Inside Climate News,@insideclimate,2022-04-17T21:20:00.000Z,"Inside Climate News
@insideclimate
·
Apr 17",,farmers are planting crops on land that floods repeatedly often ruining their yields why taxpayers are footing  percent of the bill through the federal crop insurance program a new report says that number will likely grow with climate change insideclimatenews org us taxpayers are spending billions on crop insurance premiums to prop up farmers on frequently the vast mississippi river watershed contains famously fertile soil making the cropland of the american midwest some of the most valuable and productive in the world the watershed is also projected ,,0,10,14,['https://pbs.twimg.com/card_img/1549827052848656384/-ULiDwko?format=jpg&name=small'],https://twitter.com/insideclimate/status/1515802278879399942
1846,Ten Percent Happier,@10percent,2022-02-28T23:58:01.000Z,"Ten Percent Happier
@10percent
·
Mar 1",,bhikkhu anālayo is a scholar monk and the author of numerous books on meditation and early buddhism in this episode were going to focus on another of his books called mindfully facing climate change listen ad free in the ten percent happier app alt   ,,1,5,64,['https://pbs.twimg.com/media/FMuN_sdX0AMyPUh?format=jpg&name=small'],https://twitter.com/10percent/status/1498447428734922752
5005,Steve Dondley #ClimateDaily,@steve_dondley,2022-05-09T23:21:28.000Z,"Steve Dondley #ClimateDaily
@steve_dondley
·
May 10",,suggestion dm high profile accounts that dont typically tweet about climate change and ask them to commit to tweeting factual information about it at least x/day using the  hashtag lets see if we can get this idea to catch fire ,,2,6,12,,https://twitter.com/steve_dondley/status/1523805381386027009
7785,husky2,@husky218,2022-07-09T22:15:34.000Z,"husky2
@husky218
·
Jul 10",,replying to   the western elites are using “climate change” as the club to enforce the new global rules unfortunately for them the rest of the world is not paying attention because getting enough food energy and clean water is their priority as it should be ours too ,,0,12,45,,https://twitter.com/husky218/status/1545894456645193728
2353,Lohen Cavieres,@LohenCavieres,2022-03-11T21:23:50.000Z,"Lohen Cavieres
@LohenCavieres
·
Mar 11",,postdoc opportunity do you want to study plant vulnerability to climate change along the chilean andes and antarctica using a functional and ecophysiological approach join us details here  usp=sharing…   ,,11,238,407,['https://pbs.twimg.com/media/FNmUK-lXEAQz5yy?format=jpg&name=small'],https://twitter.com/LohenCavieres/status/1502394893733441538
1175,Greta Thunberg News,@great_thunberg,2022-02-13T19:28:44.000Z,"Greta Thunberg News
@great_thunberg
·
Feb 13",,climate change and poverty the perfect storm bolnews com climate change and poverty the perfect storm we often hear that climate change disproportionately impacts the poor and the scenarios are worrisome for example climate change  ,,0,9,13,,https://twitter.com/great_thunberg/status/1492943844597501958
1602,Maggie Hassan,@Maggie_Hassan,2022-02-22T22:12:41.000Z,"Maggie Hassan
@Maggie_Hassan
·
Feb 22",,as climate change threatens nh communities we must act now to protect future generations im grateful to have the support of    – together we can end tax breaks for big oil address the climate crisis and build a clean energy future for nh and the country quote tweet nrdc action fund   · feb   has helped secure funding to get clean drinking water into homes and maintain public lands across new hampshire were proud to support her re election as she continues her work to grow the states clean energy economy and take on polluting big oil companies show this thread   ,,40,23,67,"['https://pbs.twimg.com/profile_images/1542921231913009153/sO8qLkTs_normal.jpg', 'https://pbs.twimg.com/media/FMORfo3WUAEsLCZ?format=jpg&name=small']",https://twitter.com/Maggie_Hassan/status/1496246595280588803
4598,Paul Beckwith,@PaulHBeckwith,2022-04-29T22:45:37.000Z,"Paul Beckwith
@PaulHBeckwith
·
Apr 30",,"the ukraine food price crisis is just a preview of what could happen as climate change worsens  time apple news the ukraine food price crisis is just a preview of what could happen as climate change worsens ""if we continue on this trajectory to  °c or even °c all hell will break loose""  ",,0,6,15,['https://pbs.twimg.com/card_img/1549377140285739009/HT_-AtKA?format=jpg&name=small'],https://twitter.com/PaulHBeckwith/status/1520172479179898886
2685,"KrisS Your Vote, Your Voice",@MplsMe,2022-03-18T22:47:38.000Z,"KrisS Your Vote, Your Voice
@MplsMe
·
Mar 18",,"guess republicans were wrong to call dems alarmistsabout climate change after all this is alarming one expert ‘this event is completely unprecedented and upended our expectations about the antarctic climate system washingtonpost com its  degrees warmer than normal in eastern antarctica scientists are flabbergasted ""this event is completely unprecedented and upended our expectations about the antarctic climate system "" one expert said ",🔥 🔥,0,16,11,['https://pbs.twimg.com/card_img/1546276714107416576/iH3hCvcL?format=png&name=small'],https://twitter.com/MplsMe/status/1504952699095330816
7949,SpeakCarbon,@speakcarbon,2022-07-11T17:12:37.000Z,"SpeakCarbon
@speakcarbon
·
Jul 11",,this is an all party briefing fewer than % are attending today our  really need to step up is not a party political agenda we need all our elected representatives to get familiar with whats happening to our planet  our home theguardian com small minority of uk parliamentarians attend emergency climate briefing just  mps and peers saw sir patrick vallance showcase data that converted boris johnson to climate cause before cop   ,,2,7,4,['https://pbs.twimg.com/card_img/1548954846220488705/7oJCJMmM?format=jpg&name=small'],https://twitter.com/speakcarbon/status/1546542994190368770
8779,Patricia Espinosa C.,@PEspinosaC,2022-07-17T13:53:07.000Z,"Patricia Espinosa C.
@PEspinosaC
·
Jul 17",,as my tenure has come to an end at    i am taking some time off in the coming weeks i will be spending time with my family and loved ones in mexico when i return i look forward to continuing with renewed vigor our conversation on advancing  ,,30,69,540,,https://twitter.com/PEspinosaC/status/1548667112205467654
5842,Ingrid M,@iMusing,2022-05-28T23:15:22.000Z,"Ingrid M
@iMusing
·
May 29",,speers raises a tweet from baniramara on climate change coorey repeats his claim that albanese has shown he will not be a soft touch from what i saw it was coalition politicians and their media mates who created that narrative without any evidence ,,2,42,398,,https://twitter.com/iMusing/status/1530689213863059457
4964,Roger Smith,@Roger_Echidna,2022-05-08T21:58:00.000Z,"Roger Smith
@Roger_Echidna
·
May 8",,vote greens neither labor or the lnp are the slightest bit interested in our wildlife or biodiversity or climate change so why vote for them theage com au native species are in crisis but you wouldnt know it from the election campaign australias unique environment and biodiversity is facing an extinction crisis but politicians are barely mentioning it why ,,1,12,30,['https://pbs.twimg.com/card_img/1548868480987893760/jUZRMI5L?format=jpg&name=small'],https://twitter.com/Roger_Echidna/status/1523421986600681473
116,Put a Sock in it!,@redhotembers,2022-01-19T22:48:33.000Z,"Put a Sock in it!
@redhotembers
·
Jan 19",,they say the youth of today arent having kids because they are worried about climate change thank god for that i say we dont need another generation of brainwashed halfwits   ,,3,1,15,,https://twitter.com/redhotembers/status/1483934433690685440
7325,scary lawyerguy,@scarylawyerguy,2022-06-30T23:19:35.000Z,"scary lawyerguy
@scarylawyerguy
·
Jul 1",,already tired of headlines like this portraying the supreme courts decision as a *political loss* for biden its a *societal loss* for all of us  more greenhouse gases = more climate change = more environmental damage this decision hurts all of us ,,2,13,37,['https://pbs.twimg.com/media/FWiXGyvWYAAD9A_?format=png&name=360x360'],https://twitter.com/scarylawyerguy/status/1542649074943401986
2853,Lisa Mila,@milamiarose,2022-03-22T22:38:16.000Z,"Lisa Mila
@milamiarose
·
Mar 22",,breaking spike in heart attacks said to be linked to climate change  ,,248,236,1604,,https://twitter.com/milamiarose/status/1506399890326564864
5788,Amy Fried,@ASFried,2022-05-26T22:12:35.000Z,"Amy Fried
@ASFried
·
May 27",,replying to   its so backward looking to oppose clean energy and see addressing climate change as bad for maine well lose the lobster fishery like we lost maine shrimp as our waters continue to warm ,,2,2,15,,https://twitter.com/ASFried/status/1529948641716232195
3551,Gemma Sou,@gemmasou,2022-04-06T23:56:56.000Z,"Gemma Sou
@gemmasou
·
Apr 7",,sneak peek at a draft of the comic im working on with      and    based on qual research about everyday experiences of climate change in bangladesh south africa bolivia puerto rico  barbuda so excited to see our script come to life ,,9,23,95,['https://pbs.twimg.com/media/FPswMWSakAMxGS0?format=jpg&name=small'],https://twitter.com/gemmasou/status/1511855507501633536
7482,NiceDogLady,@ohterrysogross,2022-07-03T23:30:21.000Z,"NiceDogLady
@ohterrysogross
·
Jul 4",,climate change is gonna come for the christo fascists before jesus does theyre gonna move to southern states looking around like “jesus why is it so hot where are you is this actual hell ”   ,🐩 🚩 🏴,1,1,7,,https://twitter.com/ohterrysogross/status/1543738950916915201
4103,Logan Hall,@loganclarkhall,2022-04-18T23:41:53.000Z,"Logan Hall
@loganclarkhall
·
Apr 19",,i despise libertarianism but the tax money im shelling out to the federal government to sponsor transgender equity climate change initiatives and welfare programs that will go bankrupt within the decade feels like highway robbery ,,2,8,37,,https://twitter.com/loganclarkhall/status/1516200374524596224
1090,Joyce Carol Oates,@JoyceCarolOates,2022-02-11T22:44:11.000Z,"Joyce Carol Oates
@JoyceCarolOates
·
Feb 11",,"so ironic if this is true that the very people ""panicking"" over losing their white majority by  are people utterly indifferent to the climate change that may render us in  obsolete quote tweet edward elderman   · feb  replying to  and  a cause of the rise of fascism closet fascism in america might be panic over the burgeoning common knowledge that by  the white race will be a minority in the us ",,3,7,26,['https://pbs.twimg.com/profile_images/1366519196725743619/fjE0ylTw_normal.jpg'],https://twitter.com/JoyceCarolOates/status/1492268255003746307
6829,Carlos Manuel Pimentel ☭,@cpimentel986,2022-06-19T22:56:59.000Z,"Carlos Manuel Pimentel ☭
@cpimentel986
·
Jun 20",,in climate change is also economic warfare news faces a historic loss of crops due to abnormal drought the heat waves have come there and  farmers suffer from such levels of heat quite unusual historically for the region significant part of the harvest has been lost ,,3,4,19,['https://pbs.twimg.com/media/FVpofYUXoAErcLN?format=jpg&name=medium'],https://twitter.com/cpimentel986/status/1538657122543718401
1523,Andrew Brady-Clark,@A_shady_clark,2022-02-21T23:53:35.000Z,"Andrew Brady-Clark
@A_shady_clark
·
Feb 22",,i will never understand people who shrug at climate change poverty homelessness and massive social problems but when told hospitals wont have unvaccinated staff endangering patients are suddenly so outraged they go camping with action zealandia   ,,2,29,139,,https://twitter.com/A_shady_clark/status/1495909596921483265
2936,WWF_Australia,@WWF_Australia,2022-03-23T23:33:14.000Z,"WWF_Australia
@WWF_Australia
·
Mar 24",,earth hour is this saturday  pm local time   were calling on australians everywhere to sign up to switch off and join a worldwide community of millions supporting stronger action on climate change sign up here  quote tweet earthhour_au   · mar  we need a new development paradigm that could change how we think about nature and human societies it could provide a framework that ensures human prosperity grows in a manner that is in harmony with the ecosystems we rely on    and climate joining the dots for a sustainable future…  ,🥳 🕯 👇,0,3,11,['https://pbs.twimg.com/profile_images/969084458283380736/6POmMMya_normal.jpg'],https://twitter.com/WWF_Australia/status/1506776114014097409
4430,Born This Way Foundation,@BTWFoundation,2022-04-25T22:34:01.000Z,"Born This Way Foundation
@BTWFoundation
·
Apr 26",,join us tomorrow tuesday april th at pm et for our / on climate change + youth mental health join the conversation at  v=tvngjiyaw…      alt  ,,0,3,15,['https://pbs.twimg.com/media/FROTy9yWYAUJfiN?format=jpg&name=small'],https://twitter.com/BTWFoundation/status/1518720008964214784
8305,Ghost Roaster Coffee,@ghostroasted,2022-07-13T17:48:27.000Z,"Ghost Roaster Coffee
@ghostroasted
·
Jul 13",,seems like a good day to repost this article from    bossbarista substack com what weve been led to believe about coffee and climate change ten companies account for % of coffee volume and they could be doing more to slow down the devastating effects of climate change ,,0,0,0,['https://pbs.twimg.com/card_img/1547629058489327617/mXQyOjLI?format=jpg&name=small'],https://twitter.com/ghostroasted/status/1547276788266455040
8064,Rep. Susie Lee,@RepSusieLee,2022-07-12T21:32:04.000Z,"Rep. Susie Lee
@RepSusieLee
·
Jul 12",,no climate change to see here folks quote tweet the associated press   · jul  a small school of dead fish have been propped on their tails and arranged in a circle as the sun sets over las vegas the light illuminates the translucent hollowed out body and empty eye socket of one fish its mouth is open as if it was trying to take in water to breathe show this thread alt   ,,29,28,78,"['https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'https://pbs.twimg.com/media/FXZ6KhhWQAEa7Dp?format=jpg&name=small']",https://twitter.com/RepSusieLee/status/1546970673209286656
2420,William S. Frank,@FrankWi74044551,2022-03-12T22:29:35.000Z,"William S. Frank
@FrankWi74044551
·
Mar 12",,rob oneill slams us response to putin and the pentagons climate push  via              china and russia laughing at the west over weak leadership and distracted by climate change dailymail co uk rob oneill slams us response to putin and the pentagons climate push in an exclusive interview with dailymail com the decorated veteran criticized the biden administration for cancelling a nuclear missile test while russian forces attacked ukraine ,,3,23,52,['https://pbs.twimg.com/card_img/1546423583500427266/MJRBO6KH?format=jpg&name=small'],https://twitter.com/FrankWi74044551/status/1502773828946051072
2479,Benjamin J. Kirby,@benjaminjkirby,2022-03-14T23:20:29.000Z,"Benjamin J. Kirby
@benjaminjkirby
·
Mar 15",,floridas disastrous legislative session is finally over instead of addressing skyrocketing housing costs climate change our chronically underfunded public education system the vpk waitlist or our foster care crisis the fl legislature  gov chose to attack you ,,19,105,332,,https://twitter.com/benjaminjkirby/status/1503511415453270018
4952,govt.exe is corrupt,@bumbaclot_1984,2022-05-08T21:16:54.000Z,"govt.exe is corrupt
@bumbaclot_1984
·
May 8",,trudeau is a brave and fearless leader concerned about climate change he flew half way around the world for a photo op risking himself in the process because politicians always go to the front lines in battle his actions are stunning ,,78,122,605,,https://twitter.com/bumbaclot_1984/status/1523411644029685760
7679,Traci,@AcelovesBert,2022-07-07T22:49:18.000Z,"Traci
@AcelovesBert
·
Jul 8",,replying to   yes there is something very wrong when society accepts a lower standard of living due to a climate change cult that has resulted in increased and exorbitant prices in fuel food rents housing and energy the ignorance and lack of education in world events is astounding ,🌺,3,3,17,,https://twitter.com/AcelovesBert/status/1545178168650534912
8044,Tanya Plibersek,@tanya_plibersek,2022-07-12T06:16:58.000Z,"Tanya Plibersek
@tanya_plibersek
·
Jul 12",,samoa is a key partner in the pacific + an active participant in regional + global discussions on important issues like plastics and climate change wonderful to meet with samoan minister of natural resources and environment hon toeolesulusulu cedric schuster this morning ,,74,103,832,['https://pbs.twimg.com/media/FXcgLJQakAAWrcR?format=jpg&name=small'],https://twitter.com/tanya_plibersek/status/1546740379827175429
6700,Paul Beckwith,@PaulHBeckwith,2022-06-16T23:34:23.000Z,"Paul Beckwith
@PaulHBeckwith
·
Jun 17",,sounds like a plan…  mit scientists propose space bubbles to reverse the worst of climate change  gizmodo apple news mit scientists propose space bubbles to reverse the worst of climate change a team of researchers at the massachusetts institute of technology believe that we can mitigate the worst of climate change with… space bubbles theyve outlined a strategy in which a huge raft of ,,22,7,18,['https://pbs.twimg.com/card_img/1547732781274238977/3B-U5Nid?format=jpg&name=small'],https://twitter.com/PaulHBeckwith/status/1537579371602464768
5310,Julie Anne Genter,@JulieAnneGenter,2022-05-16T23:48:13.000Z,"Julie Anne Genter
@JulieAnneGenter
·
May 17",,honour feelings of sadness  fear that we are not doing enough to protect life/a stable climate on our planet and together we must keep going building the case for change being strategic this is an epic marathon we must not let anger or despair derail us (/)   ,,9,11,267,,https://twitter.com/JulieAnneGenter/status/1526348827162071040
3261,Global Zero,@globalzero,2022-03-30T21:30:08.000Z,"Global Zero
@globalzero
·
Mar 30",,nuclear weapons and climate change are inextricably linked as    wrote in    “as long as we have exactly one earth a vision for a future free from one must address both ”    ,,1,5,13,['https://pbs.twimg.com/media/FPIL1-bX0Akhvuu?format=jpg&name=small'],https://twitter.com/globalzero/status/1509281848203087875
1803,Sue Higginson,@SueHigginson_,2022-02-27T23:23:15.000Z,"Sue Higginson
@SueHigginson_
·
Feb 28",,in lismore we have done floods for ever this is not a flood  this is catastrophic this is extreme this is climate change lismore needs back up people are on and in their roof some are screaming for their lives and water is still rising friends are rescuing friends   ,,163,1893,4378,['https://pbs.twimg.com/media/FMo8ciRVUAQqqn8?format=jpg&name=small'],https://twitter.com/SueHigginson_/status/1498076292410863622
6383,Brady Quirk-Garvan,@bradyqg,2022-06-09T20:53:23.000Z,"Brady Quirk-Garvan
@bradyqg
·
Jun 9",,leaving early and planning an alternate route into downtown charleston this evening because it rained and i know streets will be flooded climate change is real and already impacting our lives ,,0,1,14,,https://twitter.com/bradyqg/status/1535002136718757889
1715,Dan DiMicco,@DanRDimicco,2022-02-24T23:40:25.000Z,"Dan DiMicco
@DanRDimicco
·
Feb 25",,worrying about ukraine but not his buddies in china definitely not serious about ‘climate changeif you let china get away with gaming the climate change issue you are not serious kerry and they have in every way possible quote tweet themovementusa join gab com   · feb  replying to  and  do these people live in some other world simply bizarre and now kerry is worried about how ukraine will effect the climate crisis i am becoming convinced the left lives in some alternative delusional world ,,0,1,2,['https://pbs.twimg.com/profile_images/1146225140478488576/tund8bKL_normal.png'],https://twitter.com/DanRDimicco/status/1496993447504347136
2992,Lesbian Death Bed: The Bed that Eats Pussy,@bitterkarella,2022-03-25T22:29:54.000Z,"Lesbian Death Bed: The Bed that Eats Pussy
@bitterkarella
·
Mar 25",,"i love this phase of america where you can tell something isnt a problem beccause our elected officials suddenly get super pumped about ""solving"" it police violence i sleep covid i sleep climate change i sleep rising fascist takeover i sleep kids have fursonas ",,0,28,108,['https://pbs.twimg.com/media/FOupWzNVkAI90e-?format=png&name=240x240'],https://twitter.com/bitterkarella/status/1507484950638989315
6911,Justin Trudeau,@JustinTrudeau,2022-06-21T23:13:33.000Z,"Justin Trudeau
@JustinTrudeau
·
Jun 22
Officiel du gouvernement - Canada",,in a few minutes well be taking off for rwanda there ill work with leaders to address the shared crises that many countries are facing – like the impacts of russias illegal invasion of ukraine and climate change and the rising cost of living more to come from    ,,3855,938,4494,['https://pbs.twimg.com/semantic_core_img/1290392753013002240/mWq1iE5L?format=png&name=orig'],https://twitter.com/JustinTrudeau/status/1539386066020474881
196,The Leys Eco-Schools,@LeysEcoSchools,2022-01-21T23:05:10.000Z,"The Leys Eco-Schools
@LeysEcoSchools
·
Jan 22",,pupils from    delighted to learn about food  climate change from prof    at the    this evening great effort as its leave weekend ,,1,2,7,"['https://pbs.twimg.com/media/FJqVdjCXsAQXODw?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FJqVePpXMAEeKEk?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FJqVecbXMAQRFYI?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FJqVe22X0AI301g?format=jpg&name=360x360']",https://twitter.com/LeysEcoSchools/status/1484663388051492868
6804,grist,@grist,2022-06-18T22:06:00.000Z,"grist
@grist
·
Jun 19",,we havent solved climate change but we do know the greenest way to wash the dishes grist org science dishes out an answer on the old handwashing vs dishwasher debate a new study in the journal environmental research communications sheds light on the most energy and water efficient way to do wash dishes ,,1,3,13,['https://pbs.twimg.com/card_img/1549007989641826306/Wz1qwRLO?format=jpg&name=small'],https://twitter.com/grist/status/1538281905753362432
6291,˗ˏˋ N I K I ˎˊ˗,@nikitisza,2022-06-07T23:54:06.000Z,"˗ˏˋ N I K I ˎˊ˗
@nikitisza
·
Jun 8",,believing that climate change can be fixed through a few reforms without fundamental changes to the economy and the organization of society is a form of climate change denial   ,🥱,0,1,12,,https://twitter.com/nikitisza/status/1534322843739205633
3397,Peter Gleick,@PeterGleick,2022-04-02T20:32:08.000Z,"Peter Gleick
@PeterGleick
·
Apr 2",,this is of course a self serving lie climate change activists know that every kwhr of renewable energy used for cryptocurrency is a kwhr not used to meet real human needs or displace fossil fuels we dont need fake incentives to build renewables quote tweet dennis porter   · apr  climate change activists love  because it will save the planet by creating extra incentives to build out renewables show this thread   ,,435,175,729,['https://pbs.twimg.com/profile_images/1531785373738618880/h3XyQTUO_normal.jpg'],https://twitter.com/PeterGleick/status/1510354416842334209
7649,"Susan Davidson, M.S., P.Eng., CAN95",@SusanDavidsonM2,2022-07-06T23:54:27.000Z,"Susan Davidson, M.S., P.Eng., CAN95
@SusanDavidsonM2
·
Jul 7",,replying to      and  others at the very least what if mask mandates were maintained on public transit there are significant similarities and overlaps between effective environmental management pandemic management and climate change mitigation how can you be passionate about only one of the three ,,0,3,18,,https://twitter.com/SusanDavidsonM2/status/1544832176868380672
5791,Alaska Wilderness League,@alaskawild,2022-05-26T23:39:00.000Z,"Alaska Wilderness League
@alaskawild
·
May 27",,"""climate change is causing a mismatch between where species are now and where the habitat and conditions suitable for them are moving we need to think about where suitable habitats will be in the future and how they can get there "" phys org as climate shifts species will need to relocate and people may have to help them climate change is already affecting plants and animals worldwide and is a growing threat to biodiversity adding a new layer to the existing challenges of habitat loss invasive species pollution ",,2,3,12,['https://pbs.twimg.com/card_img/1549212163939508225/rKJrwqYC?format=jpg&name=small'],https://twitter.com/alaskawild/status/1529970388184227846
2143,CaroleMorrissey,@carolemorrissey,2022-03-06T22:57:03.000Z,"CaroleMorrissey
@carolemorrissey
·
Mar 6",,replying to      and   having that joke barnaby on to discuss the floods when he  his govt have blocked legislation to act on climate change we need a responsible govt who will act urgently this govt is a disgrace ,🐧,1,10,28,,https://twitter.com/carolemorrissey/status/1500606413823168512
1215,Marianna O'Gorman,@ogormanmarianna,2022-02-14T21:49:42.000Z,"Marianna O'Gorman
@ogormanmarianna
·
Feb 14",,top female execs    list the most important priorities for next  yrs as  womens economic participation  progression care economy  safety at work  home  climate change   economic growth when our social fabric thrives the economy follows   ,,0,8,18,,https://twitter.com/ogormanmarianna/status/1493341706171072512
4707,Dr Monique Ryan,@Mon4Kooyong,2022-05-02T22:14:27.000Z,"Dr Monique Ryan
@Mon4Kooyong
·
May 3",,the climate council is reporting that  in  of our homes will be uninsurable by  were already paying for climate change just not in a smart way we have to act *now* theage com au climate change is making our homes uninsurable skyrocketing costs or flat out insurance ineligibility are becoming more widespread as climate change hits home ,,59,162,565,,https://twitter.com/Mon4Kooyong/status/1521251802699554816
150,Tropical Nick Underwood,@TheAstroNick,2022-01-20T23:46:52.000Z,"Tropical Nick Underwood
@TheAstroNick
·
Jan 21",,have we let climate change go too far (we have)  ,,8,0,72,['https://pbs.twimg.com/media/FJlVb6wVQAM1j5e?format=jpg&name=900x900'],https://twitter.com/TheAstroNick/status/1484311497547284484
